provider_name,alias,provider_id,provider_type,country,source_file,provided_name,provided_id,share_provided,year,source
Huada Empyrean,,P191,,Unknown,provision.csv,Electronic design automation software,N84,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Hubei Dinglong,,P246,,Unknown,provision.csv,CMP materials,N90,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Hysol Huawei,,P306,,Unknown,provision.csv,Die attach materials,N98,,2019.0,
ISR,,P133,,Unknown,provision.csv,Wafer inspection tools,N61,,2019.0,
ISR,,P133,,Unknown,provision.csv,Electronic design automation software,N84,1.0,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Ibiden,,P297,,Unknown,provision.csv,Substrates,N96,,2019.0,
Imagination Technologies,,P200,,Unknown,provision.csv,Core intellectual property,N85,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Inpria,,P214,,Unknown,provision.csv,Photoresists,N31,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Intel,,P9,,Unknown,provision.csv,Advanced CPUs,N1,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
Intel,,P9,,Unknown,provision.csv,FPGAs,N3,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
Intel,,P9,,Unknown,provision.csv,Photomasks,N33,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Intellifusion,,P28,,Unknown,provision.csv,AI ASICs,N4,,2019.0,
JHM,,P218,,Unknown,provision.csv,Photoresists,N31,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
JHM,,P218,,Unknown,provision.csv,Wet chemicals,N92,,2019.0,
JPN,,P7,,Unknown,provision.csv,Wafer,N26,56.0,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
JPN,,P7,,Unknown,provision.csv,Photomasks,N33,53.0,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
JPN,,P7,,Unknown,provision.csv,Photoresists,N31,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
JPN,,P7,,Unknown,provision.csv,CMP materials,N90,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
JPN,,P7,,Unknown,provision.csv,Deposition materials,N88,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
JPN,,P7,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
JPN,,P7,,Unknown,provision.csv,Wet chemicals,N92,,2019.0,
JPN,,P7,,Unknown,provision.csv,Lead frames,N93,,2019.0,
JPN,,P7,,Unknown,provision.csv,Bond wires,N94,,2019.0,
JPN,,P7,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
JPN,,P7,,Unknown,provision.csv,Substrates,N96,,2019.0,
JPN,,P7,,Unknown,provision.csv,Encapsulation resins,N97,,2019.0,
JPN,,P7,,Unknown,provision.csv,Die attach materials,N98,,2019.0,
JPN,,P7,,Unknown,provision.csv,,N68,,2019.0,
JPN,,P7,,Unknown,provision.csv,Wafer inspection tools,N61,,2019.0,
JPN,,P7,,Unknown,provision.csv,Electronic design automation software,N84,3.0,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
JPN,,P7,,Unknown,provision.csv,Packaging materials,N100,,2019.0,
JRH,,P230,,Unknown,provision.csv,Wafer,N26,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
JSR,,P206,,Unknown,provision.csv,Photoresists,N31,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
JSR,,P206,,Unknown,provision.csv,CMP materials,N90,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
JX Nippon,,P247,,Unknown,provision.csv,Deposition materials,N88,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Jingjia Micro,,P12,,Unknown,provision.csv,Discrete GPUs,N2,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
Jinhong,,P266,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
KFMI,,P252,,Unknown,provision.csv,Deposition materials,N88,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
KMG Chemicals,,P268,,Unknown,provision.csv,Wet chemicals,N92,,2019.0,
KOR,,P4,,Unknown,provision.csv,Wafer,N26,10.0,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
KOR,,P4,,Unknown,provision.csv,Photomasks,N33,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
KOR,,P4,,Unknown,provision.csv,Photoresists,N31,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
KOR,,P4,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
KOR,,P4,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
KOR,,P4,,Unknown,provision.csv,Substrates,N96,,2019.0,
KOR,,P4,,Unknown,provision.csv,Packaging materials,N100,,2019.0,
Kangqiang,,P281,,Unknown,provision.csv,Lead frames,N93,,2019.0,
Kangqiang,,P281,,Unknown,provision.csv,Bond wires,N94,,2019.0,
Kanto Chemical,,P270,,Unknown,provision.csv,Wet chemicals,N92,,2019.0,
Kempur,,P216,,Unknown,provision.csv,Photoresists,N31,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Kyocera,,P287,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
LG,,P288,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
Lattice,,P18,,Unknown,provision.csv,FPGAs,N3,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
Linde,,P250,,Unknown,provision.csv,Deposition materials,N88,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Linde,,P250,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
Loongson,,P13,,Unknown,provision.csv,Advanced CPUs,N1,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
MCL,,P233,,Unknown,provision.csv,Wafer,N26,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
Mentor Graphics,,P187,,Unknown,provision.csv,Electronic design automation software,N84,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Merck Group,,P243,,Unknown,provision.csv,CMP materials,N90,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Merck Group,,P243,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
Microchip,,P19,,Unknown,provision.csv,FPGAs,N3,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
Microscapes,,P196,,Unknown,provision.csv,Electronic design automation software,N84,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Mitsui High-Tec,,P290,,Unknown,provision.csv,Lead frames,N93,,2019.0,
Mitsui High-Tec,,P290,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
NGK,,P285,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
NLD,,P45,,Unknown,provision.csv,Wafer inspection tools,N61,,2019.0,
NanYa,,P298,,Unknown,provision.csv,Substrates,N96,,2019.0,
Nanotronics,,P138,,Unknown,provision.csv,,N68,,2019.0,
Nata Opto-electronic Material,,P217,,Unknown,provision.csv,Photoresists,N31,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Nata Opto-electronic Material,,P217,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
Ningbo Hualong,,P309,,Unknown,provision.csv,Lead frames,N93,,2019.0,
Nippon Micro,,P279,,Unknown,provision.csv,Bond wires,N94,,2019.0,
Nvidia,,P11,,Unknown,provision.csv,Discrete GPUs,N2,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
Okmetic,,P229,,Unknown,provision.csv,Wafer,N26,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
PDF Solutions,,P190,,Unknown,provision.csv,Electronic design automation software,N84,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
PERIC,,P267,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
POSHING,,P236,,Unknown,provision.csv,Wafer,N26,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
PVA TePla,,P58,,Unknown,provision.csv,,N68,,2019.0,
Photronics,,P239,,Unknown,provision.csv,Photomasks,N33,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Phytium,,P15,,Unknown,provision.csv,Advanced CPUs,N1,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
Platform-da,,P195,,Unknown,provision.csv,Electronic design automation software,N84,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Praxair,,P251,,Unknown,provision.csv,Deposition materials,N88,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Praxair,,P251,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
Primarius,,P192,,Unknown,provision.csv,Electronic design automation software,N84,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Pureon,,P310,,Unknown,provision.csv,CMP materials,N90,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Quik-Pak,,P284,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
Rambus,,P203,,Unknown,provision.csv,Core intellectual property,N85,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Ruihong,,P215,,Unknown,provision.csv,Photoresists,N31,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Runma,,P271,,Unknown,provision.csv,Wet chemicals,N92,,2019.0,
SGP,,P47,,Unknown,provision.csv,Lead frames,N93,,2019.0,
SH Material,,P308,,Unknown,provision.csv,Lead frames,N93,,2019.0,
SK Materials,,P264,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
SK Siltron,,P228,,Unknown,provision.csv,Wafer,N26,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
SMIC,,P37,,Unknown,provision.csv,Photomasks,N33,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
SST,,P199,,Unknown,provision.csv,Core intellectual property,N85,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
SUMCO,,P225,,Unknown,provision.csv,Wafer,N26,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
Saint-Gobain,,P220,,Unknown,provision.csv,CMP materials,N90,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Samsung,,P35,,Unknown,provision.csv,Photomasks,N33,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Samsung,,P35,,Unknown,provision.csv,Substrates,N96,,2019.0,
Semitronix,,P194,,Unknown,provision.csv,Electronic design automation software,N84,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Shennan Circuits,,P300,,Unknown,provision.csv,Substrates,N96,,2019.0,
Shenzhen Newway,,P205,,Unknown,provision.csv,Photomasks,N33,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Shenzhen Pango,,P30,,Unknown,provision.csv,FPGAs,N3,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
Shin-Etsu,,P208,,Unknown,provision.csv,Wafer,N26,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
Shin-Etsu,,P208,,Unknown,provision.csv,Photoresists,N31,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Shinko,,P299,,Unknown,provision.csv,Lead frames,N93,,2019.0,
Shinko,,P299,,Unknown,provision.csv,Substrates,N96,,2019.0,
Showa Denka,,P262,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
Siltronic,,P227,,Unknown,provision.csv,Wafer,N26,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
Silvaco,,P189,,Unknown,provision.csv,Electronic design automation software,N84,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Simgui,,P234,,Unknown,provision.csv,Wafer,N26,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
Sinopaco,,P303,,Unknown,provision.csv,Encapsulation resins,N97,,2019.0,
Sinophorus,,P273,,Unknown,provision.csv,Wet chemicals,N92,,2019.0,
Sinyang,,P274,,Unknown,provision.csv,Wet chemicals,N92,,2019.0,
Sumitomo,,P289,,Unknown,provision.csv,Photoresists,N31,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
Sumitomo,,P289,,Unknown,provision.csv,Ceramic packages,N95,,2019.0,
Sumitomo,,P289,,Unknown,provision.csv,Encapsulation resins,N97,,2019.0,
Sumitomo,,P289,,Unknown,provision.csv,Die attach materials,N98,,2019.0,
Sunway,,P31,,Unknown,provision.csv,Advanced CPUs,N1,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SIA, IC Insights, TrendForce, financial statements)"
Synopsys,,P185,,Unknown,provision.csv,Electronic design automation software,N84,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
Synopsys,,P185,,Unknown,provision.csv,Core intellectual property,N85,,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
TNSC,,P261,,Unknown,provision.csv,Electronic gases,N91,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing SEMI)
TSMC,,P34,,Unknown,provision.csv,Photomasks,N33,,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/)
TWN,,P8,,Unknown,provision.csv,Core intellectual property,N85,1.0,2019.0,"[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing Mentor Graphics, Journal of Microelectronic Manufacturing, IPNest, BCG)"
TWN,,P8,,Unknown,provision.csv,Wafer,N26,16.0,2019.0,[CSET](https://cset.georgetown.edu/publication/the-semiconductor-supply-chain/) (citing CSET estimates based on financial statements and wafer production capacities)
